,o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
1182,4711,1417,O,162618.22,1998-05-06,1-URGENT,Clerk#000000818,0,mptotes. unusual packages wake furiously qui
1183,4736,1378,O,88659.44,1995-11-20,2-HIGH,Clerk#000000563,0,blithely regular courts affix into the carefully ironic deposits. slyly exp
1184,4737,787,F,102138.81,1993-03-11,4-NOT SPECIFIED,Clerk#000000275,0,"ents use slyly among the unusual, ironic pearls. furiously pending "
1185,4738,43,F,248132.99,1992-04-08,2-HIGH,Clerk#000000150,0,deposits. thin acco
1186,4739,1472,F,116385.48,1993-02-21,5-LOW,Clerk#000000872,0,"ing to the pending attainments: pending, express account"
1187,4740,677,O,51361.39,1996-07-05,2-HIGH,Clerk#000000420,0, dependencies haggle about the
1188,4741,1270,F,261434.58,1992-07-07,4-NOT SPECIFIED,Clerk#000000983,0,ly bold deposits are slyly about the r
1189,4742,637,P,249116.09,1995-03-23,3-MEDIUM,Clerk#000000058,0,n packages. quickly regular ideas cajole blithely
1190,4743,967,F,98430.47,1993-03-31,5-LOW,Clerk#000000048,0,"pinto beans above the bold, even idea"
1191,4768,1351,F,6485.65,1993-11-22,2-HIGH,Clerk#000000875,0,ctions snooze idly beneath the quick waters. fluffily u
1192,4769,1205,P,202053.23,1995-04-14,4-NOT SPECIFIED,Clerk#000000116,0,"pon the asymptotes. idle, final account"
1193,4770,589,O,96758.59,1995-06-20,2-HIGH,Clerk#000000461,0,cial instructions believe carefully. 
1194,4771,943,F,58304.87,1992-12-14,1-URGENT,Clerk#000000571,0,lly express deposits serve furiously along the f
1195,4772,277,F,106724.51,1994-09-14,1-URGENT,Clerk#000000708,0,es sleep. regular requests haggle furiously slyly 
1196,4773,1213,O,278107.39,1995-12-23,1-URGENT,Clerk#000000327,0,ptotes was slyly along the
1197,4774,508,F,186430.13,1993-04-20,3-MEDIUM,Clerk#000000299,0,eposits use blithely bold deposits. carefully regular gifts about the fin
1198,4775,1273,O,141549.59,1995-08-13,4-NOT SPECIFIED,Clerk#000000609,0,s integrate slyly slyly final instructions. carefully bold pack
1199,4800,352,F,135654.46,1992-01-06,5-LOW,Clerk#000000625,0,ggle furiously along the pending pinto beans. deposits use: final foxe
1200,4801,874,O,168339.96,1996-01-25,1-URGENT,Clerk#000000553,0,r the final sentiments. pending theodolites sleep doggedly across t
1201,4802,1288,O,8238.68,1997-01-23,3-MEDIUM,Clerk#000000400,0," ironic, thin packages wake furiously ironic, ironic deposits. the"
1202,4803,1234,O,249267.51,1996-02-08,5-LOW,Clerk#000000892,0,lly unusual courts are ironic
1203,4804,358,F,148287.0,1992-01-28,2-HIGH,Clerk#000000614,0,ly final accounts. blithely unusual theodolite
1204,4805,149,F,238156.01,1992-04-25,4-NOT SPECIFIED,Clerk#000000514,0,even accounts wake furiously slyly final accounts; blithel
1205,4806,53,F,44638.95,1993-04-21,5-LOW,Clerk#000000625,0,ave accounts. furiously pending wa
1206,4807,526,O,184759.45,1997-01-09,3-MEDIUM,Clerk#000000310,0,kly. slyly special accounts
1207,4832,340,O,106440.7,1997-12-04,3-MEDIUM,Clerk#000000548,0,final accounts sleep among the blithe
1208,4833,1319,O,94940.36,1996-05-12,3-MEDIUM,Clerk#000000256,0,r deposits against the slyly final excuses slee
1209,4834,178,O,175765.87,1996-09-12,2-HIGH,Clerk#000000284,0,lar accounts. furiously ironic accounts haggle slyly 
1210,4835,1451,F,102173.8,1994-10-25,1-URGENT,Clerk#000000250,0,s integrate furiously blithely expr
1211,4836,643,O,110667.95,1996-12-18,1-URGENT,Clerk#000000691,0,c packages cajole carefully through the accounts. careful
1212,4837,1282,O,109203.24,1998-04-24,4-NOT SPECIFIED,Clerk#000000517,0,"n accounts are regular, bold accounts. even instructions use request"
1213,4838,436,F,77558.81,1992-08-02,1-URGENT,Clerk#000000569,0,ffily bold sentiments. carefully close dolphins cajole across the 
1214,4839,244,F,107759.92,1994-05-10,1-URGENT,Clerk#000000925,0, even somas. slyly express ideas lose carefully. blithely unusu
1215,4864,863,F,192178.7,1992-11-11,5-LOW,Clerk#000000423,0,ests nag within the quickly ironic asymptotes. ironic
1216,4865,839,O,250988.92,1997-06-07,3-MEDIUM,Clerk#000000418,0,sits boost stealthily above the bl
1217,4866,530,O,29343.32,1997-08-07,2-HIGH,Clerk#000000663,0,kages. unusual packages nag fluffily. qui
1218,4867,82,F,15931.91,1992-05-21,1-URGENT,Clerk#000000891,0,ss the slyly regular dependencies. fluffily regular deposits within the car
1219,4868,745,O,253228.69,1997-03-02,5-LOW,Clerk#000000729,0,regular asymptotes. regular packages sublate carefully al
1220,4869,568,F,232130.29,1994-09-26,5-LOW,Clerk#000000802,0,boost! ironic packages un
1221,4870,1016,F,140038.23,1994-08-06,3-MEDIUM,Clerk#000000911,0,nto beans about the blithely regular d
1222,4871,448,O,172274.73,1995-06-12,1-URGENT,Clerk#000000531,0,"ven, special instructions across t"
1223,4896,850,F,131264.74,1992-08-22,1-URGENT,Clerk#000000622,0,"sly pending deposits. final accounts boost above the sly, even"
1224,4897,800,F,155933.3,1992-09-17,5-LOW,Clerk#000000184,0,s. bold pinto beans sleep. evenly final accounts daz
1225,4898,137,F,67478.88,1994-07-11,4-NOT SPECIFIED,Clerk#000000841,0,final patterns. special theodolites haggle ruthlessly at the blithely spec
1226,4899,601,F,16204.3,1993-10-18,4-NOT SPECIFIED,Clerk#000000348,0, instructions. furiously even packages are furiously speci
1227,4900,1361,F,241094.13,1992-06-30,4-NOT SPECIFIED,Clerk#000000878,0,sleep quickly unusual 
1228,4901,790,O,178383.88,1997-12-31,4-NOT SPECIFIED,Clerk#000000980,0,inal dependencies cajole furiously. carefully express accounts na
1229,4902,1372,O,44050.73,1998-07-04,3-MEDIUM,Clerk#000000874,0, the slyly express dolphins. 
1230,4903,920,F,39360.53,1992-03-22,4-NOT SPECIFIED,Clerk#000000907,0,yly. multipliers within the fo
1231,4928,22,F,92223.13,1993-10-04,4-NOT SPECIFIED,Clerk#000000952,0,slyly brave instructions after the ironic excuses haggle ruthlessly about
1232,4929,1492,O,198278.9,1996-02-29,3-MEDIUM,Clerk#000000109,0,uests. furiously special ideas poach. pending 
1233,4930,1483,F,264157.22,1994-05-06,5-LOW,Clerk#000000593,0, haggle slyly quietly final theodolites. packages are furious
1234,4931,496,F,170930.79,1994-11-17,1-URGENT,Clerk#000000356,0,leep. slyly express dolphins nag slyly. furiously regular s
1235,4932,1219,F,60768.93,1993-08-10,1-URGENT,Clerk#000000830,0,onic foxes. enticingly reg
1236,4933,925,O,56755.81,1995-07-14,3-MEDIUM,Clerk#000000848,0,y special sauternes integr
1237,4934,382,O,254375.72,1997-02-17,1-URGENT,Clerk#000000372,0,nes cajole; carefully special accounts haggle. special pinto beans nag 
1238,4935,400,F,225832.93,1993-05-25,4-NOT SPECIFIED,Clerk#000000601,0,c foxes. fluffily pendin
1239,4960,1228,F,204893.89,1995-02-26,5-LOW,Clerk#000000229,0,uriously even excuses. fluffily regular instructions along the furiously ironi
1240,4961,574,O,131816.39,1998-04-06,3-MEDIUM,Clerk#000000731,0, braids. furiously even theodolites 
1241,4962,1037,F,52829.69,1993-07-28,3-MEDIUM,Clerk#000000008,0, breach never ironic 
1242,4963,329,O,83635.7,1996-11-07,3-MEDIUM,Clerk#000000754,0,ully unusual epitaphs nod s
1243,4964,1003,O,285003.26,1997-07-28,4-NOT SPECIFIED,Clerk#000000144,0,ithely final theodolites. blithely regu
1244,4965,518,F,123088.54,1993-10-21,5-LOW,Clerk#000000638,0,dependencies poach packages. sometim
1245,4966,688,O,80899.69,1996-09-07,2-HIGH,Clerk#000000243,0,accounts. blithely ironic courts wake boldly furiously express 
1246,4967,976,O,161892.72,1997-02-17,3-MEDIUM,Clerk#000000397,0,e theodolites; furiously b
1247,4992,613,F,291161.83,1992-05-10,1-URGENT,Clerk#000000166,0,telets nag carefully am
1248,4993,112,F,194811.83,1994-08-04,4-NOT SPECIFIED,Clerk#000000258,0,ing instructions nag furiously. un
1249,4994,425,O,315464.22,1996-06-29,4-NOT SPECIFIED,Clerk#000000868,0,oxes wake above the asymptotes. bold requests sleep br
1250,4995,388,O,259750.37,1996-01-06,4-NOT SPECIFIED,Clerk#000000748,0,"s. even deposits boost along the express, even theodolites. stealthily ir"
1251,4996,1330,F,139500.09,1992-09-14,3-MEDIUM,Clerk#000000433,0,foxes. carefully special packages haggle quickly fluffi
1252,4997,463,O,179285.35,1998-03-18,5-LOW,Clerk#000000040,0,egrate final pinto beans. fluffily special notornis use blith
1253,4998,319,F,196035.93,1992-01-11,4-NOT SPECIFIED,Clerk#000000054,0,alongside of the quickly final requests hang always
1254,4999,844,F,135073.82,1993-06-26,2-HIGH,Clerk#000000504,0, dolphins cajole blithely above the sly 
1255,5024,1222,O,148461.38,1996-10-25,3-MEDIUM,Clerk#000000659,0,"r foxes. regular excuses are about the quickly regular theodolites. regular, "
1256,5025,1198,O,29882.15,1997-02-03,5-LOW,Clerk#000000805,0,ackages are slyly about the quickly 
1257,5026,271,O,24577.34,1997-09-06,1-URGENT,Clerk#000000955,0,y final requests us
1258,5027,1463,O,273265.9,1997-08-30,2-HIGH,Clerk#000000751,0,"e-- final, pending requests along t"
1259,5028,116,F,44919.14,1992-04-17,2-HIGH,Clerk#000000180,0,ickly blithely express deposits. b
1260,5029,104,F,28069.92,1992-11-14,3-MEDIUM,Clerk#000000469,0,. regular accounts haggle slyly. regul
1261,5030,1057,O,106018.58,1998-05-25,4-NOT SPECIFIED,Clerk#000000564,0, wake slyly furiously thin requests. ironic pinto beans ha
1262,5031,1381,F,135672.76,1994-12-02,3-MEDIUM,Clerk#000000788,0,lar instructions haggle blithely pending foxes? sometimes final excuses h
1263,5056,508,O,108095.49,1997-02-15,5-LOW,Clerk#000000828,0,lithely above the express ideas. blithely final deposits are fluffily spec
1264,5057,640,O,91744.27,1997-08-03,1-URGENT,Clerk#000000955,0,r ironic requests of the carefully ironic dependencies wake slyly a
1265,5058,1190,O,28461.94,1998-03-23,1-URGENT,Clerk#000000367,0, the pending packages wake after the quickly speci
1266,5059,413,F,102772.5,1993-11-10,2-HIGH,Clerk#000000058,0,"latelets. final, regular accounts cajole furiously ironic pinto beans? do"
1267,5060,1111,F,85197.05,1992-07-07,4-NOT SPECIFIED,Clerk#000000333,0,e according to the excuses. express theodo
1268,5061,1006,F,72555.51,1993-08-14,1-URGENT,Clerk#000000009,0,e packages use fluffily according to the carefully ironic deposits. bol
1269,5062,598,F,157769.5,1992-10-08,3-MEDIUM,Clerk#000000012,0,ithely. blithely bold theodolites affix. blithely final deposits haggle ac
1270,5063,224,O,133623.15,1997-05-17,2-HIGH,Clerk#000000745,0,lyly after the pending foxes. express theodolites breach across t
1271,5088,1294,F,160391.21,1993-01-06,5-LOW,Clerk#000000930,0,ole slyly since the quickly ironic br
1272,5089,1295,F,137114.54,1992-07-29,1-URGENT,Clerk#000000677,0,"cial platelets. quiet, final ideas cajole carefully. unusu"
1273,5090,881,O,174101.49,1997-03-09,1-URGENT,Clerk#000000953,0,ress accounts affix silently carefully quick accounts. carefully f
1274,5091,1477,O,81938.11,1998-05-21,3-MEDIUM,Clerk#000000311,0,egular decoys mold carefully fluffily unus
1275,5092,206,O,288758.19,1995-10-30,5-LOW,Clerk#000000194,0,are blithely along the pin
1276,5093,776,F,249888.04,1993-09-03,3-MEDIUM,Clerk#000000802,0,ully ironic theodolites sleep above the furiously ruthless instructions. bli
1277,5094,1051,F,103588.23,1993-03-29,4-NOT SPECIFIED,Clerk#000000406,0,uickly pending deposits haggle quickly ide
1278,5095,952,F,275920.02,1992-04-22,2-HIGH,Clerk#000000964,0,accounts are carefully! slyly even packages wake slyly a
1279,5120,155,O,33217.93,1996-06-05,1-URGENT,Clerk#000000332,0,against the slyly express requests. furiousl
1280,5121,1328,F,229899.02,1992-05-11,4-NOT SPECIFIED,Clerk#000000736,0,"gular requests. furiously final pearls against the permanent, thin courts s"
1281,5122,688,O,131621.44,1996-02-10,5-LOW,Clerk#000000780,0,blithely. slyly ironic deposits nag. excuses s
1282,5123,97,O,14822.35,1998-02-10,1-URGENT,Clerk#000000776,0,"ic requests. furiously ironic packages grow above the express, ironic inst"
1283,5124,238,O,209658.77,1997-04-04,4-NOT SPECIFIED,Clerk#000000749,0,kly even courts. bold packages solve. 
1284,5125,274,O,41954.76,1998-02-07,5-LOW,Clerk#000000834,0,ructions. dolphins wake slowly carefully unusual 
1285,5126,1120,F,110348.46,1992-10-12,4-NOT SPECIFIED,Clerk#000000270,0,s. unusual deposits 
1286,5127,722,O,59050.89,1997-01-15,5-LOW,Clerk#000000829,0,fully express pinto beans. slyly final accounts along the ironic dugouts use s
1287,5152,433,O,70131.25,1997-01-04,3-MEDIUM,Clerk#000000963,0, for the blithely reg
1288,5153,1124,O,256816.81,1995-08-26,1-URGENT,Clerk#000000954,0, the furiously ironic foxes. express packages shall cajole carefully across
1289,5154,79,O,40583.07,1997-04-13,3-MEDIUM,Clerk#000000316,0,inal requests. slyly regular deposits nag. even deposits haggle agains
1290,5155,763,F,99230.28,1994-06-12,2-HIGH,Clerk#000000108,0,y pending deposits are ag
1291,5156,1249,O,72450.53,1996-11-04,5-LOW,Clerk#000000117,0,ngside of the multipliers solve slyly requests. regu
1292,5157,1412,O,235193.85,1997-07-06,4-NOT SPECIFIED,Clerk#000000689,0,closely above the unusual deposits. furiously
1293,5158,755,O,349464.54,1997-01-21,1-URGENT,Clerk#000000541,0, regular foxes. even foxes wake blithely 
1294,5159,1048,O,195720.25,1996-09-25,1-URGENT,Clerk#000000303,0,tegrate slyly around the slyly sly sauternes. final pa
1295,5184,850,O,311131.08,1998-07-20,5-LOW,Clerk#000000250,0,"nding accounts detect final, even"
1296,5185,1477,O,316890.58,1997-07-25,3-MEDIUM,Clerk#000000195,0, regular ideas about the even ex
1297,5186,520,O,345577.74,1996-08-03,1-URGENT,Clerk#000000332,0,pecial platelets. slyly final ac
1298,5187,538,O,52047.87,1997-07-16,3-MEDIUM,Clerk#000000682,0,ckly according to t
1299,5188,1400,P,96653.92,1995-03-02,4-NOT SPECIFIED,Clerk#000000029,0,counts. finally ironic requests ab
1300,5189,704,F,247112.62,1993-11-26,5-LOW,Clerk#000000940,0,e after the pending accounts. asymptotes boost. re
1301,5190,580,F,146966.67,1992-04-26,5-LOW,Clerk#000000888,0,equests. slyly unusual
1302,5191,770,F,156365.18,1994-12-11,4-NOT SPECIFIED,Clerk#000000318,0,"ing, regular deposits alongside of the deposits boost fluffily quickly ev"
1303,5216,587,O,27361.79,1997-08-14,3-MEDIUM,Clerk#000000418,0,des boost across the platelets. slyly busy theodolit
1304,5217,349,O,204315.5,1995-10-13,2-HIGH,Clerk#000000873,0,ons might wake quickly according to th
1305,5218,802,F,109453.09,1992-07-30,4-NOT SPECIFIED,Clerk#000000683,0,"y ruthless packages according to the bold, ironic package"
1306,5219,875,O,22976.04,1997-02-27,1-URGENT,Clerk#000000510,0,aggle always. foxes above the ironic deposits 
1307,5220,95,F,43690.73,1992-07-30,2-HIGH,Clerk#000000051,0, final packages. ideas detect slyly around
1308,5221,125,O,82717.41,1995-06-09,4-NOT SPECIFIED,Clerk#000000324,0,lar accounts above the sl
1309,5222,797,F,1406.5,1994-05-27,4-NOT SPECIFIED,Clerk#000000613,0,along the bold ideas. furiously final foxes snoo
1310,5223,1486,F,125739.86,1994-06-30,1-URGENT,Clerk#000000745,0,"e. theodolites serve blithely unusual, final foxes. carefully pending packag"
1311,5248,697,P,125759.3,1995-04-15,2-HIGH,Clerk#000000737,0,theodolites cajole according to the silent packages. quickly ironic packages a
1312,5249,1019,F,166411.87,1994-09-06,3-MEDIUM,Clerk#000000019,0,refully bold accounts 
1313,5250,956,O,48941.36,1995-07-16,2-HIGH,Clerk#000000307,0,. carefully final instructions sleep among the finally regular dependen
1314,5251,340,O,42259.44,1995-04-12,3-MEDIUM,Clerk#000000687,0, ironic dugouts detect. reque
1315,5252,898,O,247519.93,1996-02-17,1-URGENT,Clerk#000000724,0, ironic accounts among the silent asym
1316,5253,1480,P,144724.33,1995-04-11,2-HIGH,Clerk#000000275,0,egular requests! blithely regular deposits alongside of t
1317,5254,1105,F,265744.68,1992-07-26,4-NOT SPECIFIED,Clerk#000000527,0,"he express, even ideas cajole blithely special requests"
1318,5255,634,O,98826.7,1996-07-12,5-LOW,Clerk#000000591,0,"ly slow forges. express foxes haggle. regular, even asymp"
1319,5280,329,O,110094.95,1997-12-03,3-MEDIUM,Clerk#000000604,0,riously ironic instructions. ironic ideas according to the accounts boost fur
1320,5281,1240,O,232387.44,1995-11-02,2-HIGH,Clerk#000000158,0,ackages haggle slyly a
1321,5282,499,O,126638.39,1998-01-30,1-URGENT,Clerk#000000030,0,"rding to the unusual, bold accounts. regular instructions"
1322,5283,1309,F,19969.25,1994-06-04,3-MEDIUM,Clerk#000000579,0,"ests. even, final ideas alongside of t"
1323,5284,608,O,58961.47,1995-07-09,4-NOT SPECIFIED,Clerk#000000155,0, careful dependencies use sly
1324,5285,700,F,142725.6,1994-01-18,2-HIGH,Clerk#000000976,0,p across the furiously ironic deposits.
1325,5286,1156,O,119200.31,1997-09-26,5-LOW,Clerk#000000606,0,structions are furiously quickly ironic asymptotes. quickly iro
1326,5287,250,F,41064.04,1993-12-22,5-LOW,Clerk#000000406,0,regular packages. bold instructions sleep always. carefully final p
1327,5312,649,F,82451.06,1995-02-24,2-HIGH,Clerk#000000690,0,"ter the even, bold foxe"
1328,5313,130,O,199395.07,1997-06-17,4-NOT SPECIFIED,Clerk#000000896,0,le. final courts haggle furiously according to the 
1329,5314,331,O,29612.61,1995-06-02,2-HIGH,Clerk#000000617,0,ions across the quickly special d
1330,5315,1387,F,84399.32,1992-10-29,4-NOT SPECIFIED,Clerk#000000035,0, furiously. quickly unusual packages use. sly
1331,5316,997,F,68793.55,1994-01-31,1-URGENT,Clerk#000000734,0," requests haggle across the regular, pending deposits. furiously regular requ"
1332,5317,367,F,322782.46,1994-09-09,5-LOW,Clerk#000000687,0,jole quickly at the slyly pend
1333,5318,590,F,140892.2,1993-04-04,2-HIGH,Clerk#000000663,0,efully regular dolphins. even ideas nag fluffily furiously even packa
1334,5319,979,O,94253.83,1996-01-21,1-URGENT,Clerk#000000237,0,lent requests. quickly pe
1335,5344,1072,O,139337.42,1998-06-21,3-MEDIUM,Clerk#000000569,0,s. ironic excuses cajole across the
1336,5345,304,O,154585.9,1997-08-24,1-URGENT,Clerk#000000057,0,"r the slyly silent packages. pending, even pinto b"
1337,5346,367,F,213859.93,1993-12-26,2-HIGH,Clerk#000000220,0,"gly close packages against the even, regular escapades boost evenly accordi"
1338,5347,478,F,237559.02,1995-02-22,3-MEDIUM,Clerk#000000180,0,"onic, regular deposits. packag"
1339,5348,524,O,151375.82,1997-11-08,5-LOW,Clerk#000000497,0,totes. accounts after the furiously
1340,5349,670,O,52011.1,1996-09-01,1-URGENT,Clerk#000000960,0,le along the carefully bold dolphins. carefully special packa
1341,5350,745,F,159518.11,1993-10-10,5-LOW,Clerk#000000604,0,ccounts after the carefully pending requests believe 
1342,5351,1213,O,91753.68,1998-05-11,1-URGENT,Clerk#000000443,0,to beans sleep furiously after the carefully even
1343,5376,1486,F,166038.52,1994-07-04,5-LOW,Clerk#000000392,0,. quickly ironic deposits integrate along
1344,5377,623,O,162417.75,1997-04-24,2-HIGH,Clerk#000000917,0,ons nag blithely furiously regula
1345,5378,412,F,144404.53,1992-10-25,1-URGENT,Clerk#000000520,0,n ideas. regular accounts haggle. ironic ideas use along the bold ideas. blith
1346,5379,884,O,80830.65,1995-08-08,2-HIGH,Clerk#000000503,0,he unusual accounts. carefully special instructi
1347,5380,1462,O,163456.68,1997-10-12,1-URGENT,Clerk#000000481,0,le slyly about the slyly final dolphins. fu
1348,5381,311,F,309639.39,1993-01-29,5-LOW,Clerk#000000531,0,arefully bold packages are slyly furiously ironic foxes. fluffil
1349,5382,344,F,177903.56,1992-01-13,5-LOW,Clerk#000000809,0,lent deposits are according to the reg
1350,5383,308,O,21345.98,1995-05-26,5-LOW,Clerk#000000409,0,ly bold requests hang furiously furiously unusual accounts. evenly unusu
1351,5408,223,F,175098.3,1992-07-21,5-LOW,Clerk#000000735,0,egular requests according to the
1352,5409,127,F,190710.92,1992-01-09,5-LOW,Clerk#000000171,0,eans. regular accounts are regul
1353,5410,202,O,152792.92,1998-07-28,4-NOT SPECIFIED,Clerk#000000117,0,final deposits: pending excuses boost. ironic theodolites cajole furi
1354,5411,598,O,81721.3,1997-05-16,3-MEDIUM,Clerk#000000800,0,equests cajole slyly furious
1355,5412,1408,O,186066.37,1998-01-20,2-HIGH,Clerk#000000151,0,ets boost furiously regular accounts. regular foxes above th
1356,5413,940,O,275955.54,1997-10-17,1-URGENT,Clerk#000000066,0,e even excuses. always final depen
1357,5414,995,F,229650.28,1993-03-25,4-NOT SPECIFIED,Clerk#000000242,0,lent dependencies? carefully express requests sleep furiously ac
1358,5415,221,F,204898.67,1992-08-05,3-MEDIUM,Clerk#000000998,0,ly even ideas nag blithely above the final instructions
1359,5440,1291,O,3309.0,1997-01-12,1-URGENT,Clerk#000000154,0,"posits boost regularly ironic packages. regular, ironic deposits wak"
1360,5441,401,F,179096.05,1994-07-21,4-NOT SPECIFIED,Clerk#000000257,0,after the furiously ironic 
1361,5442,413,O,204762.9,1998-01-13,4-NOT SPECIFIED,Clerk#000000954,0,ully. quickly express accounts against the
1362,5443,1306,O,203531.9,1996-10-10,4-NOT SPECIFIED,Clerk#000000492,0,al foxes could detect. blithely stealthy asymptotes kind
1363,5444,1288,P,247984.02,1995-03-18,1-URGENT,Clerk#000000677,0, asymptotes. asymptotes cajole quickly quickly bo
1364,5445,1150,F,144557.32,1993-07-26,5-LOW,Clerk#000000623,0,"s. even, special requests cajole furiously even, "
1365,5446,56,F,49289.08,1994-06-21,5-LOW,Clerk#000000304,0, furiously final pac
1366,5447,130,O,54828.65,1996-03-16,3-MEDIUM,Clerk#000000597,0,uternes around the furiously bold accounts wake after 
1367,5472,686,F,349883.98,1993-04-11,5-LOW,Clerk#000000552,0,counts. deposits about the slyly dogged pinto beans cajole slyly
1368,5473,641,F,88121.08,1992-03-25,4-NOT SPECIFIED,Clerk#000000306,0,"te the quickly stealthy ideas. even, regular deposits above"
1369,5474,538,F,217534.09,1992-06-01,4-NOT SPECIFIED,Clerk#000000487,0,"gle blithely enticing ideas. final, exp"
1370,5475,1372,O,16971.18,1996-07-07,5-LOW,Clerk#000000856,0,es shall boost slyly. furiously even deposits lose. instruc
1371,5476,898,O,35392.02,1997-11-06,1-URGENT,Clerk#000000189,0,furiously final ideas. furiously bold dependencies sleep care
1372,5477,1061,O,198571.43,1997-12-30,5-LOW,Clerk#000000689,0,ckages. ironic deposits caj
1373,5478,1153,O,102065.07,1996-05-17,1-URGENT,Clerk#000000272,0,ckages. quickly pending deposits thrash furiously: bl
1374,5479,697,F,81438.25,1993-12-22,3-MEDIUM,Clerk#000000335,0,ng asymptotes. pinto beans sleep care
1375,5504,178,F,60408.91,1993-01-06,2-HIGH,Clerk#000000221,0,y pending packages. furiousl
1376,5505,943,O,207951.17,1997-10-04,5-LOW,Clerk#000000719,0," final, regular packages according to the slyly ironic accounts nag ironica"
1377,5506,907,F,11496.86,1993-11-08,1-URGENT,Clerk#000000292,0,nusual theodolites. sly
1378,5507,17,O,176100.92,1998-05-28,5-LOW,Clerk#000000692,0,the carefully ironic instructions are quickly iro
1379,5508,557,O,4010.45,1996-06-21,1-URGENT,Clerk#000000128,0,y express packages cajole furiously. slyly unusual requests 
1380,5509,793,F,235588.34,1994-04-08,5-LOW,Clerk#000000164,0,usual deposits use packages. furiously final requests wake slyly about th
1381,5510,361,F,163179.38,1993-01-08,3-MEDIUM,Clerk#000000819,0, nag slyly. carefully eve
1382,5511,773,F,191746.63,1994-11-29,1-URGENT,Clerk#000000438,0,ng instructions integrate fluffily among the fluffily silent accounts. bli
1383,5536,1151,O,161021.95,1998-03-16,4-NOT SPECIFIED,Clerk#000000076,0," carefully final dolphins. ironic, ironic deposits lose. bold, "
1384,5537,1178,O,157429.58,1996-10-03,3-MEDIUM,Clerk#000000742,0,"ng to the daring, final "
1385,5538,1384,F,119417.57,1993-12-25,1-URGENT,Clerk#000000992,0,ttainments. slyly final ideas are about the furiously silent excuses.
1386,5539,1189,F,63099.2,1994-07-31,5-LOW,Clerk#000000675,0,structions. slyly regular patterns solve above the carefully expres
1387,5540,1285,O,144175.37,1996-10-12,4-NOT SPECIFIED,Clerk#000000120,0,y ironic packages cajole blithely
1388,5541,1423,O,69883.38,1997-09-30,3-MEDIUM,Clerk#000000217,0,encies among the silent accounts sleep slyly quickly pending deposits
1389,5542,481,O,10491.88,1996-04-20,4-NOT SPECIFIED,Clerk#000000100,0,riously among the regularly regular pac
1390,5543,1150,F,165445.62,1993-09-25,3-MEDIUM,Clerk#000000644,0,ckly regular epitaphs. carefully bold accounts haggle furiously
1391,5568,295,O,164846.25,1995-06-07,3-MEDIUM,Clerk#000000491,0, nag. fluffily pending de
1392,5569,1088,F,183119.7,1993-04-30,4-NOT SPECIFIED,Clerk#000000759,0,e regular dependencies. furiously unusual ideas b
1393,5570,1106,O,114869.3,1996-08-12,2-HIGH,Clerk#000000795,0,"eans. ironic, even requests doze "
1394,5571,1021,F,130352.45,1992-12-19,4-NOT SPECIFIED,Clerk#000000184,0,ts cajole furiously carefully regular sheaves. un
1395,5572,73,F,236455.84,1994-07-17,2-HIGH,Clerk#000000163,0,e fluffily express deposits cajole slyly across th
1396,5573,358,O,200471.6,1996-08-15,3-MEDIUM,Clerk#000000055,0,lites. slyly final pinto beans about the carefully regul
1397,5574,268,F,194685.04,1992-03-10,4-NOT SPECIFIED,Clerk#000000002,0,"n deposits. special, regular t"
1398,5575,1012,O,71308.78,1995-07-24,5-LOW,Clerk#000000948,0,uriously express frays breach
1399,5600,941,O,77497.53,1997-02-08,4-NOT SPECIFIED,Clerk#000000019,0,lly regular deposits. car
1400,5601,110,F,175212.24,1992-01-06,2-HIGH,Clerk#000000827,0,gular deposits wake platelets? blithe
1401,5602,1294,O,108142.13,1997-07-30,3-MEDIUM,Clerk#000000395,0,onic asymptotes haggl
1402,5603,703,F,205166.88,1992-06-20,4-NOT SPECIFIED,Clerk#000000535,0, asymptotes. fluffily ironic instructions are. pending pinto bean
1403,5604,443,O,124425.17,1998-04-14,4-NOT SPECIFIED,Clerk#000000123,0,ously across the blithely ironic pinto beans. sile
1404,5605,346,O,278023.41,1996-08-22,2-HIGH,Clerk#000000538,0,sleep carefully final packages. dependencies wake slyly. theodol
1405,5606,1486,O,330692.08,1996-11-12,5-LOW,Clerk#000000688,0,uriously express pinto beans. packages sh
1406,5607,911,F,29084.44,1992-01-01,4-NOT SPECIFIED,Clerk#000000137,0,c requests promise quickly fluffily ironic deposits. caref
1407,5632,784,O,106861.13,1996-02-05,1-URGENT,Clerk#000000508,0,ons. blithely pending pinto beans thrash. furiously busy theodoli
1408,5633,775,O,302286.82,1998-05-31,3-MEDIUM,Clerk#000000841,0,"cial deposits wake final, final"
1409,5634,677,O,147338.82,1996-07-31,3-MEDIUM,Clerk#000000915,0,out the accounts. carefully ironic ideas are slyly. sheaves could h
1410,5635,686,F,273995.47,1992-08-16,3-MEDIUM,Clerk#000000734,0,"nal platelets sleep daringly. idle, final accounts about "
1411,5636,1214,F,200472.48,1995-02-16,3-MEDIUM,Clerk#000000916,0,. boldly even Tiresias sleep. blithely ironic packages among the ca
1412,5637,1030,O,194938.85,1996-06-17,3-MEDIUM,Clerk#000000183,0,nic dolphins are regular packages. ironic pinto beans hagg
