,l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_shipmode,l_comment
711,710,1137,46,6,21,21800.73,0.04,0.06,R,F,1993-03-22,1993-03-05,1993-03-27,DELIVER IN PERSON,SHIP,es. furiously p
712,710,1593,14,7,46,68751.14,0.03,0.07,R,F,1993-04-16,1993-03-27,1993-05-05,COLLECT COD,MAIL,ges use; blithely pending excuses inte
713,711,1458,98,1,2,2718.9,0.1,0.04,R,F,1993-12-01,1993-12-09,1993-12-16,DELIVER IN PERSON,REG AIR,ely across t
714,711,1026,97,2,27,25029.54,0.0,0.08,A,F,1993-10-02,1993-10-26,1993-10-08,DELIVER IN PERSON,MAIL,slyly. ironic asy
715,711,1271,46,3,46,53924.42,0.1,0.0,R,F,1993-12-26,1993-11-19,1994-01-21,TAKE BACK RETURN,MAIL,deposits. permanen
716,711,1277,78,4,20,23565.4,0.09,0.0,A,F,1994-01-17,1993-11-10,1994-01-31,DELIVER IN PERSON,TRUCK,kly regular acco
717,736,1574,75,1,46,67876.22,0.05,0.01,N,O,1998-07-16,1998-09-01,1998-08-09,NONE,AIR,uctions cajole
718,736,795,96,2,23,39003.17,0.02,0.05,N,O,1998-10-08,1998-08-27,1998-10-19,TAKE BACK RETURN,AIR,k accounts are carefully
719,736,567,58,3,13,19078.28,0.0,0.03,N,O,1998-08-16,1998-07-26,1998-08-19,DELIVER IN PERSON,FOB,st furiously among the 
720,736,979,82,4,14,26319.58,0.06,0.04,N,O,1998-10-04,1998-08-14,1998-10-16,COLLECT COD,REG AIR,nstructions.
721,736,1681,64,5,32,50645.76,0.04,0.03,N,O,1998-07-30,1998-08-22,1998-08-12,DELIVER IN PERSON,RAIL,iously final accoun
722,737,1819,49,1,12,20649.72,0.01,0.01,R,F,1992-04-28,1992-06-30,1992-05-08,COLLECT COD,RAIL,posits after the slyly bold du
723,738,1973,62,1,34,63748.98,0.0,0.06,R,F,1993-06-09,1993-04-15,1993-07-09,TAKE BACK RETURN,TRUCK,s against the ironic exc
724,738,1871,72,2,4,7091.48,0.0,0.03,A,F,1993-06-20,1993-04-08,1993-07-09,NONE,AIR,ar packages. fluffily bo
725,738,1697,98,3,23,36769.87,0.04,0.08,A,F,1993-03-17,1993-04-02,1993-04-05,TAKE BACK RETURN,SHIP,"nic, final excuses promise quickly regula"
726,738,1408,26,4,12,15712.8,0.04,0.08,A,F,1993-06-16,1993-05-05,1993-06-22,NONE,SHIP,ove the slyly regular p
727,738,1749,34,5,30,49522.2,0.02,0.0,A,F,1993-06-12,1993-05-29,1993-06-25,NONE,AIR,ecial instructions haggle blithely regula
728,739,845,79,1,28,48883.52,0.0,0.03,N,O,1998-06-03,1998-08-04,1998-06-29,TAKE BACK RETURN,RAIL,elets about the pe
729,739,36,62,2,50,46801.5,0.07,0.06,N,O,1998-08-26,1998-07-16,1998-09-02,COLLECT COD,MAIL,ndencies. blith
730,739,488,47,3,12,16661.76,0.05,0.0,N,O,1998-08-20,1998-07-24,1998-08-22,NONE,MAIL,le slyly along the close i
731,739,435,23,4,47,62765.21,0.09,0.07,N,O,1998-08-12,1998-07-09,1998-08-28,NONE,REG AIR,deas according to the theodolites sn
732,739,1876,6,5,30,53336.1,0.07,0.06,N,O,1998-06-19,1998-08-26,1998-07-02,DELIVER IN PERSON,REG AIR,above the even deposits. ironic requests
733,740,13,89,1,22,20086.22,0.1,0.02,N,O,1995-07-24,1995-09-11,1995-08-11,TAKE BACK RETURN,FOB,"odolites cajole ironic, pending instruc"
734,740,653,47,2,35,54377.75,0.0,0.0,N,O,1995-09-06,1995-08-22,1995-10-02,NONE,TRUCK,p quickly. fu
735,740,1981,82,3,29,54606.42,0.06,0.05,N,O,1995-10-26,1995-09-17,1995-10-29,DELIVER IN PERSON,FOB,ntly bold pinto beans sleep quickl
736,741,1865,52,1,25,44171.5,0.03,0.06,N,O,1998-07-15,1998-08-27,1998-08-12,DELIVER IN PERSON,MAIL,accounts. blithely bold pa
737,741,904,73,2,22,39707.8,0.09,0.01,N,O,1998-09-07,1998-09-28,1998-09-12,COLLECT COD,AIR,"ven deposits about the regular, ironi"
738,742,1014,15,1,46,42090.46,0.04,0.08,A,F,1995-03-12,1995-03-20,1995-03-16,TAKE BACK RETURN,SHIP,e slyly bold deposits cajole according to
739,742,954,89,2,15,27824.25,0.08,0.05,A,F,1995-02-26,1995-03-20,1995-03-03,NONE,SHIP,blithely unusual pinto
740,742,1016,52,3,24,22008.24,0.08,0.08,A,F,1995-02-12,1995-03-12,1995-02-14,DELIVER IN PERSON,SHIP,affix slyly. furiously i
741,742,1919,64,4,16,29134.56,0.01,0.05,A,F,1995-01-15,1995-02-25,1995-01-24,COLLECT COD,AIR,eodolites haggle carefully regul
742,742,1001,37,5,48,43296.0,0.09,0.08,R,F,1995-03-24,1995-01-23,1995-04-08,TAKE BACK RETURN,TRUCK, platelets 
743,742,1920,53,6,49,89274.08,0.02,0.07,A,F,1995-01-13,1995-02-13,1995-01-26,TAKE BACK RETURN,RAIL, carefully bold foxes sle
744,743,1915,4,1,21,38155.11,0.01,0.04,N,O,1996-10-26,1996-11-05,1996-11-11,COLLECT COD,MAIL,d requests. packages afte
745,768,1959,60,1,39,72577.05,0.06,0.08,N,O,1996-09-25,1996-10-27,1996-10-20,NONE,SHIP,out the ironic
746,768,179,80,2,2,2158.34,0.0,0.04,N,O,1996-11-13,1996-10-03,1996-11-25,DELIVER IN PERSON,SHIP,ular courts. slyly dogged accou
747,768,60,11,3,30,28801.8,0.06,0.05,N,O,1996-09-22,1996-11-03,1996-10-13,NONE,MAIL, furiously fluffy pinto beans haggle along
748,768,245,27,4,37,42373.88,0.1,0.0,N,O,1996-10-02,1996-09-23,1996-10-14,TAKE BACK RETURN,REG AIR,ending requests across the quickly
749,768,465,24,5,47,64176.62,0.06,0.05,N,O,1996-11-28,1996-10-30,1996-12-12,NONE,TRUCK,foxes. slyly ironic deposits a
750,768,1117,90,6,43,43778.73,0.1,0.06,N,O,1996-09-22,1996-11-03,1996-10-22,TAKE BACK RETURN,AIR,sual ideas wake quickly
751,768,481,82,7,33,45588.84,0.01,0.04,N,O,1996-09-06,1996-09-29,1996-10-01,COLLECT COD,RAIL,sly ironic instructions. excuses can hagg
752,769,1751,94,1,36,59499.0,0.02,0.02,A,F,1993-10-01,1993-08-07,1993-10-15,NONE,AIR,es. furiously iro
753,769,1591,32,2,4,5970.36,0.01,0.04,R,F,1993-06-25,1993-08-12,1993-07-15,DELIVER IN PERSON,FOB, ideas. even
754,770,1802,46,1,39,66448.2,0.09,0.06,N,O,1998-07-19,1998-08-09,1998-08-04,NONE,REG AIR,osits. foxes cajole 
755,770,533,64,2,25,35838.25,0.03,0.02,N,O,1998-05-26,1998-07-23,1998-06-04,TAKE BACK RETURN,AIR, deposits dazzle fluffily alongside of 
756,771,70,46,1,12,11640.84,0.1,0.08,N,O,1995-07-18,1995-08-02,1995-08-07,COLLECT COD,TRUCK,carefully. pending in
757,771,1606,48,2,38,57288.8,0.03,0.08,N,O,1995-07-22,1995-09-10,1995-07-29,TAKE BACK RETURN,REG AIR, quickly final requests are final packages.
758,771,64,65,3,14,13496.84,0.02,0.05,N,O,1995-07-31,1995-08-13,1995-08-07,DELIVER IN PERSON,AIR,"r, final packages are slyly iro"
759,771,413,14,4,7,9193.87,0.06,0.02,N,O,1995-06-18,1995-08-31,1995-06-20,NONE,REG AIR,theodolites after the fluffily express 
760,771,775,72,5,13,21785.01,0.09,0.01,N,O,1995-08-10,1995-08-21,1995-08-30,NONE,FOB,packages affix slyly about the quickly 
761,771,820,20,6,23,39578.86,0.08,0.03,N,O,1995-06-19,1995-09-07,1995-07-09,COLLECT COD,FOB,cajole besides the quickly ironic pin
762,772,527,18,1,35,49963.2,0.1,0.06,R,F,1993-07-05,1993-06-05,1993-08-02,NONE,SHIP,kly thin packages wake slowly
763,772,831,98,2,10,17318.3,0.05,0.01,R,F,1993-05-20,1993-05-19,1993-06-15,DELIVER IN PERSON,MAIL, deposits cajole carefully instructions. t
764,772,852,53,3,35,61349.75,0.03,0.04,R,F,1993-04-18,1993-06-13,1993-05-01,COLLECT COD,MAIL,ng ideas. special packages haggle alon
765,772,1799,26,4,10,17007.9,0.08,0.02,A,F,1993-05-17,1993-06-09,1993-05-29,COLLECT COD,AIR,o the furiously final deposits. furi
766,772,537,38,5,42,60376.26,0.02,0.07,A,F,1993-06-09,1993-07-16,1993-06-12,DELIVER IN PERSON,MAIL, express foxes abo
767,773,994,95,1,5,9474.95,0.06,0.04,A,F,1993-11-21,1993-12-19,1993-12-21,COLLECT COD,MAIL,"ar requests. regular, thin packages u"
768,773,101,28,2,31,31034.1,0.02,0.06,A,F,1993-12-30,1993-11-02,1994-01-01,TAKE BACK RETURN,MAIL,e slyly unusual deposit
769,773,1501,22,3,39,54697.5,0.06,0.05,A,F,1994-01-04,1993-12-23,1994-01-26,DELIVER IN PERSON,FOB,quickly eve
770,773,281,36,4,28,33075.84,0.1,0.06,R,F,1994-01-19,1993-11-05,1994-01-23,NONE,TRUCK,he furiously slow deposits.
771,773,1331,32,5,9,11090.97,0.09,0.02,R,F,1993-10-09,1993-12-25,1993-11-04,TAKE BACK RETURN,FOB,ent orbits haggle fluffily after the 
772,773,396,97,6,43,55744.77,0.07,0.03,A,F,1993-11-06,1993-11-20,1993-11-08,TAKE BACK RETURN,SHIP,furiously bold dependencies. blithel
773,774,1827,28,1,49,84712.18,0.08,0.03,N,O,1995-12-06,1996-01-07,1995-12-14,DELIVER IN PERSON,SHIP,ess accounts are carefully 
774,774,161,14,2,3,3183.48,0.1,0.06,N,O,1996-02-13,1996-01-14,1996-03-04,COLLECT COD,FOB, slyly even courts nag blith
775,774,1479,97,3,34,46935.98,0.02,0.07,N,O,1996-03-16,1996-01-03,1996-03-22,COLLECT COD,FOB,lar excuses are furiously final instr
776,774,150,51,4,8,8401.2,0.0,0.02,N,O,1996-01-24,1996-01-15,1996-02-13,COLLECT COD,RAIL,ully ironic requests c
777,774,1762,89,5,44,73205.44,0.09,0.07,N,O,1996-02-29,1996-01-16,1996-03-06,NONE,REG AIR,s according to the deposits unwind ca
778,774,1199,100,6,2,2200.38,0.07,0.03,N,O,1995-12-11,1996-02-10,1995-12-14,TAKE BACK RETURN,SHIP,accounts; slyly regular
779,775,317,74,1,16,19476.96,0.1,0.06,N,F,1995-05-23,1995-05-07,1995-06-19,NONE,TRUCK,un quickly slyly
780,775,1733,60,2,21,34329.33,0.01,0.06,R,F,1995-05-01,1995-06-02,1995-05-13,DELIVER IN PERSON,FOB, quickly sile
781,775,1071,77,3,20,19441.4,0.01,0.08,N,F,1995-06-17,1995-05-22,1995-07-13,COLLECT COD,AIR,en dependencies nag slowly 
782,800,719,84,1,38,61548.98,0.0,0.05,N,O,1998-07-21,1998-09-25,1998-08-07,TAKE BACK RETURN,TRUCK,"according to the bold, final dependencies "
783,800,843,77,2,21,36620.64,0.04,0.05,N,O,1998-07-23,1998-10-01,1998-08-20,TAKE BACK RETURN,RAIL,ckly even requests after the carefully r
784,800,1751,36,3,26,42971.5,0.01,0.02,N,O,1998-07-23,1998-10-08,1998-07-25,DELIVER IN PERSON,FOB,bove the pending requests.
785,801,52,28,1,13,12376.65,0.1,0.02,R,F,1992-04-25,1992-04-24,1992-05-16,COLLECT COD,RAIL,s are fluffily stealthily expres
786,801,947,16,2,21,38806.74,0.05,0.02,A,F,1992-03-14,1992-04-01,1992-04-05,COLLECT COD,AIR,wake silently furiously idle deposits. 
787,801,27,28,3,21,19467.42,0.05,0.03,A,F,1992-04-25,1992-03-20,1992-05-04,COLLECT COD,REG AIR,"cial, special packages."
788,801,1636,60,4,12,18451.56,0.08,0.04,A,F,1992-06-06,1992-04-14,1992-06-12,TAKE BACK RETURN,RAIL,s. ironic pinto b
789,801,732,29,5,45,73472.85,0.01,0.06,R,F,1992-03-22,1992-03-22,1992-03-25,COLLECT COD,REG AIR, even asymptotes
790,801,1219,57,6,10,11202.1,0.08,0.01,A,F,1992-06-05,1992-05-15,1992-06-21,DELIVER IN PERSON,MAIL,al accounts. carefully regular foxes wake
791,801,257,12,7,11,12729.75,0.01,0.03,A,F,1992-05-09,1992-04-19,1992-05-15,DELIVER IN PERSON,REG AIR,y special pinto beans cajole 
792,802,1426,5,1,40,53096.8,0.08,0.08,A,F,1995-01-07,1995-04-03,1995-01-23,DELIVER IN PERSON,RAIL,y bold accou
793,802,1328,29,2,34,41796.88,0.08,0.06,A,F,1995-03-01,1995-03-15,1995-03-12,COLLECT COD,AIR,instructions cajole carefully. quietl
794,802,1310,11,3,44,53297.64,0.07,0.04,R,F,1995-01-09,1995-02-04,1995-01-18,TAKE BACK RETURN,SHIP,rmanently idly special requ
795,802,1566,47,4,18,26416.08,0.09,0.02,R,F,1995-03-06,1995-02-07,1995-03-19,TAKE BACK RETURN,RAIL,y regular requests engage furiously final d
796,802,1318,19,5,19,23166.89,0.08,0.06,A,F,1995-04-01,1995-02-20,1995-04-23,DELIVER IN PERSON,REG AIR,"old, furious"
797,803,535,96,1,8,11484.24,0.07,0.01,N,O,1997-08-04,1997-06-19,1997-08-12,NONE,SHIP,ronic theodo
798,803,988,89,2,21,39668.58,0.08,0.06,N,O,1997-08-25,1997-06-30,1997-09-10,TAKE BACK RETURN,AIR,ironic packages cajole slyly. un
799,804,1253,54,1,30,34627.5,0.08,0.04,A,F,1993-03-29,1993-05-07,1993-04-14,COLLECT COD,REG AIR,ehind the quietly regular pac
800,804,1984,17,2,2,3771.96,0.02,0.0,A,F,1993-06-23,1993-04-30,1993-06-25,NONE,TRUCK,slyly silent 
801,804,756,21,3,44,72897.0,0.04,0.05,R,F,1993-07-06,1993-04-13,1993-07-28,DELIVER IN PERSON,TRUCK,ly final deposits? special 
802,804,376,33,4,21,26803.77,0.01,0.0,A,F,1993-04-12,1993-06-06,1993-04-20,DELIVER IN PERSON,RAIL,"ular, ironic foxes. quickly even accounts"
803,805,1979,24,1,25,47024.25,0.07,0.06,N,O,1995-08-05,1995-09-30,1995-08-06,NONE,AIR,"ide of the pending, sly requests. quickly f"
804,805,567,98,2,29,42559.24,0.07,0.01,N,O,1995-08-24,1995-08-15,1995-09-16,TAKE BACK RETURN,AIR,dolites according to the slyly f
805,805,465,66,3,12,16385.52,0.01,0.06,N,O,1995-07-13,1995-09-27,1995-08-02,TAKE BACK RETURN,REG AIR, regular foxes. furio
806,805,754,87,4,26,43023.5,0.08,0.07,N,O,1995-08-28,1995-09-24,1995-09-11,TAKE BACK RETURN,RAIL,. ironic deposits sleep across 
807,806,1048,54,1,1,949.04,0.04,0.07,N,O,1996-07-14,1996-09-12,1996-07-25,COLLECT COD,RAIL,"ar accounts? pending, pending foxes a"
808,806,1598,79,2,22,32990.98,0.08,0.02,N,O,1996-10-03,1996-08-11,1996-10-20,DELIVER IN PERSON,REG AIR,fily pending 
809,806,904,39,3,4,7219.6,0.04,0.03,N,O,1996-08-09,1996-09-18,1996-08-13,COLLECT COD,TRUCK,eans. quickly ironic ideas 
810,807,1166,75,1,49,52290.84,0.0,0.0,R,F,1993-12-05,1994-01-13,1993-12-25,COLLECT COD,REG AIR, furiously according to the un
811,807,1549,30,2,49,71076.46,0.01,0.06,A,F,1994-01-17,1994-01-24,1994-01-22,COLLECT COD,TRUCK,y regular requests haggle.
812,807,1803,33,3,48,81830.4,0.07,0.07,A,F,1994-01-08,1994-02-02,1994-01-15,DELIVER IN PERSON,SHIP,kly across the f
813,807,793,94,4,10,16937.9,0.09,0.0,R,F,1994-01-19,1994-02-12,1994-01-28,NONE,TRUCK,furiously final depths sleep a
814,807,1425,4,5,30,39792.6,0.02,0.01,R,F,1994-01-19,1994-01-09,1994-01-27,NONE,RAIL,cial accoun
815,807,117,96,6,11,11188.21,0.02,0.04,R,F,1994-03-25,1994-01-26,1994-04-14,NONE,FOB,unts above the slyly final ex
816,807,2,53,7,19,17138.0,0.08,0.05,A,F,1994-02-10,1994-02-20,1994-03-06,NONE,SHIP,ns haggle quickly across the furi
817,832,1030,66,1,45,41896.35,0.01,0.02,A,F,1992-05-08,1992-06-06,1992-06-04,COLLECT COD,MAIL,foxes engage slyly alon
818,832,475,34,2,24,33011.28,0.05,0.06,A,F,1992-06-15,1992-07-14,1992-06-17,NONE,TRUCK,ully. carefully speci
819,833,536,37,1,1,1436.53,0.04,0.04,R,F,1994-04-26,1994-04-05,1994-04-29,COLLECT COD,MAIL,ffily ironic theodolites
820,833,1119,56,2,38,38764.18,0.05,0.05,A,F,1994-04-05,1994-04-21,1994-05-01,COLLECT COD,TRUCK, platelets promise furiously. 
821,833,1612,36,3,9,13622.49,0.05,0.07,A,F,1994-02-28,1994-04-26,1994-03-20,TAKE BACK RETURN,FOB,"ecial, even requests. even, bold instructi"
822,834,1442,82,1,36,48363.84,0.06,0.04,R,F,1994-06-28,1994-07-25,1994-07-07,TAKE BACK RETURN,SHIP,ccounts haggle after the furiously 
823,834,70,21,2,11,10670.77,0.03,0.0,A,F,1994-09-18,1994-08-03,1994-10-02,DELIVER IN PERSON,TRUCK,inst the regular packa
824,835,1065,36,1,33,31879.98,0.09,0.06,N,O,1995-11-01,1995-12-02,1995-11-24,DELIVER IN PERSON,RAIL,onic instructions among the carefully iro
825,835,1846,33,2,28,48939.52,0.02,0.02,N,O,1995-12-27,1995-12-11,1996-01-21,NONE,SHIP, fluffily furious pinto beans
826,836,1880,10,1,6,10691.28,0.09,0.03,N,O,1996-12-09,1997-01-31,1996-12-29,COLLECT COD,TRUCK,fully bold theodolites are daringly across
827,836,836,36,2,18,31262.94,0.03,0.05,N,O,1997-02-27,1997-02-11,1997-03-22,NONE,REG AIR,y pending packages use alon
828,836,1407,47,3,46,60186.4,0.05,0.07,N,O,1997-03-21,1997-02-06,1997-04-05,NONE,REG AIR,boldly final pinto beans haggle furiously
829,837,566,97,1,39,57195.84,0.03,0.08,A,F,1994-07-22,1994-08-10,1994-08-11,NONE,RAIL,ecial pinto bea
830,837,874,74,2,24,42596.88,0.08,0.0,R,F,1994-06-27,1994-09-02,1994-07-27,DELIVER IN PERSON,FOB,p carefully. theodolites use. bold courts a
831,838,1338,77,1,20,24786.6,0.1,0.07,N,O,1998-04-11,1998-03-25,1998-04-19,COLLECT COD,TRUCK," furiously final ideas. slow, bold "
832,838,283,84,2,27,31948.56,0.05,0.07,N,O,1998-02-15,1998-04-03,1998-02-20,DELIVER IN PERSON,SHIP, pending pinto beans haggle about t
833,838,948,83,3,23,42525.62,0.1,0.07,N,O,1998-03-26,1998-04-17,1998-04-02,COLLECT COD,AIR,ets haggle furiously furiously regular r
834,838,432,33,4,18,23983.74,0.09,0.0,N,O,1998-03-28,1998-04-06,1998-03-31,TAKE BACK RETURN,AIR,hely unusual foxes. furio
835,839,1571,92,1,23,33869.11,0.07,0.02,N,O,1995-10-17,1995-11-03,1995-11-04,COLLECT COD,AIR,ng ideas haggle accord
836,839,1884,85,2,47,83936.36,0.08,0.0,N,O,1995-10-17,1995-11-06,1995-11-10,NONE,AIR,refully final excuses about 
837,864,1297,35,1,34,40741.86,0.03,0.04,N,O,1997-12-16,1997-10-23,1998-01-12,TAKE BACK RETURN,SHIP,gside of the furiously special
838,864,980,49,2,7,13166.86,0.01,0.02,N,O,1997-11-13,1997-10-07,1997-12-13,TAKE BACK RETURN,MAIL,ven requests should sleep along 
839,864,794,27,3,34,57622.86,0.03,0.0,N,O,1997-09-14,1997-11-04,1997-09-21,TAKE BACK RETURN,REG AIR,to the furiously ironic platelets! 
840,865,1973,18,1,16,29999.52,0.07,0.03,R,F,1993-08-24,1993-06-26,1993-08-28,TAKE BACK RETURN,TRUCK,y even accounts. quickly bold decoys
841,865,192,45,2,3,3276.57,0.02,0.05,A,F,1993-07-17,1993-07-14,1993-08-01,NONE,MAIL,fully regular the
842,865,861,28,3,15,26427.9,0.0,0.06,R,F,1993-07-05,1993-06-25,1993-07-26,NONE,SHIP, deposits sleep quickl
843,865,1684,8,4,34,53913.12,0.09,0.06,A,F,1993-05-09,1993-07-28,1993-05-18,DELIVER IN PERSON,REG AIR,furiously fluffily unusual account
844,866,1358,59,1,5,6296.75,0.08,0.0,R,F,1993-01-22,1993-01-14,1993-02-07,TAKE BACK RETURN,AIR,tegrate fluffily. carefully f
845,867,1388,89,1,7,9025.66,0.04,0.07,A,F,1994-02-19,1993-12-25,1994-02-25,DELIVER IN PERSON,TRUCK,pendencies-- slyly unusual packages hagg
846,868,1680,81,1,8,12653.44,0.06,0.03,R,F,1992-10-07,1992-08-01,1992-10-16,NONE,MAIL,l deposits. blithely regular pint
847,868,287,42,2,13,15434.64,0.05,0.07,R,F,1992-07-25,1992-08-26,1992-08-04,NONE,AIR,gged instructi
848,868,675,38,3,19,29937.73,0.09,0.06,R,F,1992-06-22,1992-08-27,1992-07-04,COLLECT COD,SHIP,lyly ironic platelets wake. rut
849,868,1211,86,4,43,47825.03,0.02,0.04,A,F,1992-07-02,1992-07-22,1992-07-21,COLLECT COD,SHIP,kly silent deposits wake dar
850,868,245,27,5,27,30921.48,0.04,0.01,R,F,1992-08-01,1992-08-25,1992-08-12,TAKE BACK RETURN,RAIL,oss the fluffily unusual pinto 
851,868,1243,44,6,19,21740.56,0.02,0.05,R,F,1992-09-20,1992-07-18,1992-10-04,NONE,FOB,ely even deposits lose blithe
852,869,623,55,1,27,41137.74,0.07,0.07,N,O,1997-01-30,1997-02-17,1997-02-26,TAKE BACK RETURN,TRUCK,uffily even excuses? slyly even deposits 
853,869,461,91,2,36,49012.56,0.04,0.01,N,O,1997-05-03,1997-03-17,1997-05-24,NONE,RAIL,ong the furiously bold instructi
854,870,492,80,1,36,50129.64,0.04,0.07,A,F,1993-10-18,1993-09-16,1993-11-15,COLLECT COD,MAIL,fily. furiously final accounts are 
855,870,1859,60,2,5,8804.25,0.06,0.05,A,F,1993-08-13,1993-09-11,1993-08-24,COLLECT COD,FOB,e slyly excuses. ironi
856,871,964,65,1,48,89518.08,0.1,0.03,N,O,1996-02-25,1996-02-09,1996-03-18,NONE,AIR,coys dazzle slyly slow notornis. f
857,871,546,7,2,47,67987.38,0.07,0.03,N,O,1995-12-25,1996-02-01,1996-01-24,TAKE BACK RETURN,RAIL,"ss, final dep"
858,871,1080,86,3,13,12754.04,0.09,0.01,N,O,1996-01-25,1996-01-24,1996-02-03,NONE,REG AIR, haggle furiou
859,871,1900,1,4,29,52255.1,0.06,0.07,N,O,1995-11-16,1996-01-27,1995-12-16,DELIVER IN PERSON,RAIL,ests are carefu
860,871,1275,50,5,8,9410.16,0.0,0.01,N,O,1995-11-25,1996-01-12,1995-12-12,DELIVER IN PERSON,AIR,lar ideas-- slyly even accou
861,871,1425,43,6,26,34486.92,0.0,0.06,N,O,1996-02-07,1996-01-05,1996-02-25,COLLECT COD,AIR,symptotes use quickly near the 
862,871,1734,19,7,4,6542.92,0.0,0.07,N,O,1996-03-09,1996-01-20,1996-03-26,COLLECT COD,FOB,"l, regular dependencies w"
863,896,387,88,1,47,60506.86,0.07,0.08,R,F,1993-05-28,1993-05-15,1993-06-15,DELIVER IN PERSON,TRUCK,ly even pinto beans integrate. b
864,896,1977,10,2,10,18789.7,0.03,0.07,A,F,1993-07-07,1993-06-03,1993-07-24,COLLECT COD,SHIP, quickly even theodolites. carefully regu
865,896,20,96,3,7,6440.14,0.09,0.02,A,F,1993-05-02,1993-05-24,1993-05-31,DELIVER IN PERSON,MAIL, requests 
866,896,1517,18,4,11,15603.61,0.08,0.04,A,F,1993-05-19,1993-05-22,1993-06-08,COLLECT COD,MAIL,the multipliers sleep
867,896,1875,5,5,34,60413.58,0.0,0.05,R,F,1993-05-21,1993-06-01,1993-05-23,NONE,TRUCK,"ular, close requests cajo"
868,896,1769,54,6,44,73513.44,0.09,0.08,R,F,1993-05-19,1993-04-14,1993-06-02,DELIVER IN PERSON,FOB,"lar, pending packages. deposits are q"
869,896,1089,25,7,11,10890.88,0.01,0.07,A,F,1993-05-01,1993-04-09,1993-05-06,TAKE BACK RETURN,FOB,rding to the pinto beans wa
870,897,905,74,1,15,27088.5,0.07,0.04,R,F,1995-05-25,1995-05-09,1995-06-07,COLLECT COD,REG AIR,r ideas. slyly spec
871,897,1832,62,2,26,45079.58,0.05,0.08,N,O,1995-07-01,1995-06-10,1995-07-14,COLLECT COD,MAIL,tions sleep according to the special
872,897,1258,96,3,13,15070.25,0.07,0.0,A,F,1995-03-30,1995-05-17,1995-04-21,TAKE BACK RETURN,MAIL,bold accounts mold carefully! braids
873,897,1012,83,4,2,1826.02,0.08,0.08,R,F,1995-05-22,1995-05-07,1995-06-16,COLLECT COD,RAIL,into beans. slyly special fox
874,898,1602,3,1,9,13532.4,0.07,0.08,A,F,1993-07-04,1993-07-09,1993-07-25,NONE,AIR,e slyly across the blithe
875,898,1786,13,2,37,62447.86,0.03,0.05,A,F,1993-08-17,1993-08-04,1993-09-01,DELIVER IN PERSON,REG AIR,packages sleep furiously
876,898,483,71,3,11,15218.28,0.01,0.0,A,F,1993-09-13,1993-08-31,1993-09-25,TAKE BACK RETURN,MAIL,etly bold accounts 
877,898,1922,11,4,36,65661.12,0.04,0.07,R,F,1993-08-04,1993-07-25,1993-08-23,DELIVER IN PERSON,REG AIR, after the carefully 
878,899,601,33,1,18,27028.8,0.04,0.05,N,O,1998-08-06,1998-05-09,1998-09-05,DELIVER IN PERSON,AIR,"re daring, pending deposits. blit"
879,899,461,91,2,25,34036.5,0.0,0.07,N,O,1998-07-21,1998-05-12,1998-08-16,NONE,REG AIR,rly final sentiments. bold pinto beans 
880,899,850,50,3,4,7003.4,0.09,0.05,N,O,1998-06-02,1998-06-28,1998-06-14,TAKE BACK RETURN,REG AIR,ter the carefully regular deposits are agai
881,899,1798,83,4,14,23797.06,0.05,0.03,N,O,1998-05-21,1998-05-28,1998-06-03,TAKE BACK RETURN,FOB,ades impress carefully
882,899,708,73,5,4,6434.8,0.06,0.02,N,O,1998-04-11,1998-05-14,1998-04-27,NONE,TRUCK,"ges. blithe, ironic waters cajole care"
883,899,1191,28,6,47,51332.93,0.0,0.04,N,O,1998-04-14,1998-05-30,1998-05-13,DELIVER IN PERSON,TRUCK,furiously final foxes after the s
884,899,135,88,7,11,11386.43,0.02,0.08,N,O,1998-06-03,1998-06-15,1998-06-20,COLLECT COD,REG AIR,t the ironic
885,900,1986,31,1,44,83071.12,0.01,0.06,R,F,1994-12-15,1994-12-03,1994-12-27,COLLECT COD,MAIL, detect quick
886,900,1147,48,2,48,50310.72,0.08,0.04,A,F,1994-12-22,1994-11-08,1995-01-19,COLLECT COD,TRUCK,cial pinto beans nag 
887,900,742,43,3,24,39425.76,0.03,0.0,R,F,1994-10-21,1994-12-25,1994-10-22,TAKE BACK RETURN,SHIP,-ray furiously un
888,901,212,40,1,36,40039.56,0.01,0.01,N,O,1998-08-11,1998-10-09,1998-08-27,DELIVER IN PERSON,REG AIR,. accounts are care
889,901,453,54,2,2,2706.9,0.09,0.02,N,O,1998-10-25,1998-09-27,1998-11-01,DELIVER IN PERSON,AIR,d foxes use slyly
890,901,427,57,3,37,49114.54,0.04,0.08,N,O,1998-11-01,1998-09-13,1998-11-05,NONE,AIR,ickly final deposits 
891,901,178,79,4,11,11859.87,0.0,0.06,N,O,1998-11-13,1998-10-19,1998-11-14,TAKE BACK RETURN,TRUCK,ourts among the quickly expre
892,902,1106,7,1,3,3021.3,0.06,0.0,R,F,1994-10-01,1994-10-25,1994-10-28,COLLECT COD,MAIL,into beans thrash blithely about the flu
893,902,1173,10,2,8,8593.36,0.06,0.07,R,F,1994-10-25,1994-09-20,1994-11-07,COLLECT COD,RAIL, orbits al
